"","full_text","Handle","text"
"2338","@jaden we are hosting the premiere here in Nashville on 10/12. Please wear black out of respect for the demise of the movement which led black America into further poverty, incarceration and despair. 

https://t.co/xa4dLffnmE to sign up and watch.","candace"," jaden we are hosting the premiere here in Nashville on 10 12  Please wear black out of respect for the demise of the movement which led black America into further poverty  incarceration and despair  

"
"2339","Ironically, you suffer from a life of tremendous white privilege. You say “black lives matter” not because you mean it but because you hope it provides you legitimacy within a community you never knew. The fraudulent BLM will be exposed on 10/12. 
You’re invited to my premiere. https://t.co/c9klg323p7 https://t.co/JHaTv76Df3","candace","Ironically  you suffer from a life of tremendous white privilege  You say  black lives matter  not because you mean it but because you hope it provides you legitimacy within a community you never knew  The fraudulent BLM will be exposed on 10 12  
You re invited to my premiere  "
"2340","Ironically, you suffer from a life of tremendous white privilege. You say “black lives matter” not because you mean it but because you hope it provides you legitimacy within a community you never knew . 
The fraudulent BLM will be exposed on 10/12. You’re invited to my premiere. https://t.co/c9klg31vzz https://t.co/nrk2OBlgYe","candace","Ironically  you suffer from a life of tremendous white privilege  You say  black lives matter  not because you mean it but because you hope it provides you legitimacy within a community you never knew   
The fraudulent BLM will be exposed on 10 12  You re invited to my premiere  "
"2341","It’s always the people that say “I don’t feel safe” that are doing the aggressing. 

It isn’t safety they are after, it’s compliance. 

Just something I’ve noticed","candace","It s always the people that say  I don t feel safe  that are doing the aggressing  

It isn t safety they are after  it s compliance  

Just something I ve noticed"
"2342","RT @RealCandaceO: Whether it’s a war on poverty, a war on drugs, a war on covid or a war in Ukraine…

War is a money-laundering scheme.

Wa…","candace","RT  RealCandaceO  Whether it s a war on poverty  a war on drugs  a war on covid or a war in Ukraine 

War is a money laundering scheme 

Wa "
"2343","This one will result in the most deaths. 
Sadly, the sheep don’t see it coming. https://t.co/cbpQ0PvtAW","candace","This one will result in the most deaths  
Sadly  the sheep don t see it coming  "
"2344","I’ve been off Twitter for awhile. 
Are we still being told we have to support the neo-nazi Azov Battalion? https://t.co/QMu7Sxpi10","candace","I ve been off Twitter for awhile  
Are we still being told we have to support the neo nazi Azov Battalion  "
"2345","Whether it’s a war on poverty, a war on drugs, a war on covid or a war in Ukraine…

War is a money-laundering scheme.

Wake up.","candace","Whether it s a war on poverty  a war on drugs  a war on covid or a war in Ukraine 

War is a money laundering scheme 

Wake up "
"2346","https://t.co/5qhSDqQeXB","candace",""
"2347","https://t.co/e8nlOFBg06","candace",""
"2348","RT @TPostMillennial: Candace Owens @RealCandaceO GOES OFF on those who politicize tragedy:

""The fact that they think about their own power…","candace","RT  TPostMillennial  Candace Owens  RealCandaceO GOES OFF on those who politicize tragedy 

 The fact that they think about their own power "
"2349","@HollyforFlorida @GOP This is factually incorrect. There is no email you should be receiving with my name on it that is endorsing candidates and asking you for money. 

Drop the email when you get a chance. Sounds like your are getting scammed.","candace"," HollyforFlorida  GOP This is factually incorrect  There is no email you should be receiving with my name on it that is endorsing candidates and asking you for money  

Drop the email when you get a chance  Sounds like your are getting scammed "
"2350","Now do America. https://t.co/JoIhzyCRAd","candace","Now do America  "
"2351","@955MMJ I’ve been sober for three months now. 😂😂","candace"," 955MMJ I ve been sober for three months now  "
"2352","@chicksonright Thank you ❤️","candace"," chicksonright Thank you "
"2353","RT @thecandaceshow: Ray J claims Kris Jenner watched AND hand-picked which sex tape Kim Kardashian would release!

@RealCandaceO: ""It is no…","candace","RT  thecandaceshow  Ray J claims Kris Jenner watched AND hand picked which sex tape Kim Kardashian would release 

 RealCandaceO   It is no "
"2354","RT @thecandaceshow: We told you @RealCandaceO was coming in hot. We were not lying!

We just dropped her explosive roundtable debate about…","candace","RT  thecandaceshow  We told you  RealCandaceO was coming in hot  We were not lying 

We just dropped her explosive roundtable debate about "
"2355","RT @dailywireplus: @RealCandaceO hosts an explosive roundtable debate with celebrity blogger @PerezHilton about the use of puberty blockers…","candace","RT  dailywireplus   RealCandaceO hosts an explosive roundtable debate with celebrity blogger  PerezHilton about the use of puberty blockers "
"2356","My goal in this is not shame you or to score points. 

This topic and the misinformation surrounding it are positively destroying the lives of children, and unfortunately, too many formerly trans individuals are being silenced/ignored.","candace","My goal in this is not shame you or to score points  

This topic and the misinformation surrounding it are positively destroying the lives of children  and unfortunately  too many formerly trans individuals are being silenced ignored "
"2357","Perez— if you are genuine in this belief then I would welcome this discussion publicly with you on my show. There is a formerly trans individual that went through with gender reassignment that I would also love to introduce you to. 

This would be a good conversation for America. https://t.co/xJXqYamLQc","candace","Perez  if you are genuine in this belief then I would welcome this discussion publicly with you on my show  There is a formerly trans individual that went through with gender reassignment that I would also love to introduce you to  

This would be a good conversation for America  "
"2358","Lupron, a drug prescribed to “trans” children to block their puberty is also used to medically castrate sex offenders. Here is a government website that can further detail that for you. 

https://t.co/Th5jvcsndr https://t.co/JSdaOR4Z4c","candace","Lupron  a drug prescribed to  trans  children to block their puberty is also used to medically castrate sex offenders  Here is a government website that can further detail that for you  

"
"2359","@17erudolph @MarenMorris @CassadeePope I have no idea but I cannot stop laughing. We have never ever, EVER, told anyone what to wear in my household or at my recording studio EVER. 

This is just the the most random thing I’ve ever read and it’s sooooo funny. 

Psychotic, but funny.","candace"," 17erudolph  MarenMorris  CassadeePope I have no idea but I cannot stop laughing  We have never ever  EVER  told anyone what to wear in my household or at my recording studio EVER  

This is just the the most random thing I ve ever read and it s sooooo funny  

Psychotic  but funny "
"2360","Retweeting this so I never forget the weirdest thing I’ve ever read about myself on the internet. 

Pretty sure crazy Maren Morris concocted this one out of thin air. 

😂😂😂

Too funny (and bizarre) not to retweet. https://t.co/Z9RLwWU3mQ","candace","Retweeting this so I never forget the weirdest thing I ve ever read about myself on the internet  

Pretty sure crazy Maren Morris concocted this one out of thin air  



Too funny  and bizarre  not to retweet  "
